x,y,layer1,layer2,voltage1,voltage2,current
2174.9,244.435,GND,POWER,0.0122695,0.0122041,0.0306596
2174.9,244.435,POWER,BOTTOM_LAYER,0.0122041,0.0121996,0.0306596
2174.9,1031.84,TOP_LAYER,GND,0.0103173,0.0103121,0.0358753
2174.9,1031.84,GND,POWER,0.0103121,0.0104344,-0.0573622
2174.9,1031.84,POWER,BOTTOM_LAYER,0.0104344,0.0104428,-0.0573622
2214.27,323.175,TOP_LAYER,GND,0.0123021,0.0122785,0.162188
2214.27,323.175,GND,POWER,0.0122785,0.0122086,0.0327576
2214.27,323.175,POWER,BOTTOM_LAYER,0.0122086,0.0122039,0.0327576
2214.27,953.097,TOP_LAYER,GND,0.0104412,0.0104542,-0.0887114
2214.27,953.097,GND,POWER,0.0104542,0.0106371,-0.0857808
2214.27,953.097,POWER,BOTTOM_LAYER,0.0106371,0.0106496,-0.0857808
2214.27,1110.58,TOP_LAYER,GND,0.010109,0.0100731,0.246167
2214.27,1110.58,GND,POWER,0.0100731,0.0102016,-0.0602696
2214.27,1110.58,POWER,BOTTOM_LAYER,0.0102016,0.0102104,-0.0602696
2246.01,1429.98,TOP_LAYER,GND,13.7759,13.7759,1.0305e-10
2246.01,1429.98,GND,POWER,13.7759,13.7759,8.10409e-11
2246.01,1429.98,POWER,BOTTOM_LAYER,13.7759,13.7759,5.15249e-11
2253.64,86.9548,TOP_LAYER,GND,0.0124428,0.0124415,0.00879474
